<Ticker>,<DTYYYYMMDD>,<Date>,<Open>,<High>,<Low>,<Close>,<Volume>,<Trend>
AME,20110125,25-01-11,6.1223,6.1223,5.9088,5.9088,2400,0
AME,20110124,24-01-11,6.2638,6.2638,6.1215,6.1223,5200,0
AME,20110121,21-01-11,6.4774,6.4774,6.2638,6.2647,5100,0
AME,20110120,20-01-11,6.4062,6.4062,6.335,6.3359,12700,0
AME,20110119,19-01-11,6.335,6.335,6.335,6.3359,7600,0
AME,20110118,18-01-11,6.4071,6.4071,6.4071,6.4071,3000,0
AME,20110117,17-01-11,6.4071,6.4783,6.4071,6.4071,13500,0
AME,20110114,14-01-11,6.4071,6.4071,6.4071,6.4071,17700,0
AME,20110113,13-01-11,6.4071,6.5495,6.4071,6.4071,13900,0
AME,20110112,12-01-11,6.4783,6.4783,6.3359,6.4071,8800,1
AME,20110111,11-01-11,6.4062,6.4062,6.2638,6.2647,3100,1
AME,20110110,10-01-11,6.4774,6.4774,6.1927,6.1935,13800,0
AME,20110107,07-01-11,6.4071,6.6919,6.4071,6.5495,2100,0
AME,20110106,06-01-11,6.4071,6.6919,6.4071,6.5495,17000,1
AME,20110105,05-01-11,6.5495,6.5495,6.3359,6.4783,5500,0
AME,20110104,04-01-11,6.7631,6.7631,6.4783,6.6919,12600,1
AME,20101231,31-12-10,6.4062,6.6197,6.1927,6.1935,19700,0
AME,20101230,30-12-10,6.5495,6.6207,6.4071,6.5495,12000,1
AME,20101229,29-12-10,6.6207,6.6207,6.4071,6.4071,13800,0
AME,20101228,28-12-10,6.4783,6.6919,6.4783,6.6919,4900,1
AME,20101227,27-12-10,6.7631,6.7631,6.4071,6.5495,4500,0
AME,20101224,24-12-10,6.4071,6.6919,6.3359,6.6919,13800,1
AME,20101223,23-12-10,6.7631,6.7631,6.4071,6.4071,11100,0
AME,20101222,22-12-10,6.4783,6.7631,6.4783,6.5495,21600,0
AME,20101221,21-12-10,6.6207,6.7631,6.4071,6.7631,22700,0
AME,20101220,20-12-10,7.2614,7.2614,6.6919,6.7631,30500,0
AME,20101217,17-12-10,7.1902,7.2614,7.0478,7.2614,14700,1
AME,20101216,16-12-10,7.5451,7.5451,6.6909,6.8342,7100,0
AME,20101215,15-12-10,7.4038,7.5461,7.119,7.1902,8100,0
AME,20101214,14-12-10,8.1869,8.1869,7.4038,7.4038,34300,0
AME,20101213,13-12-10,7.9021,7.9021,7.8309,7.9021,94700,1
AME,20101210,10-12-10,7.119,7.475,7.119,7.475,38900,1
AME,20101209,09-12-10,7.1902,7.4038,6.8342,7.3326,39100,1
AME,20101208,08-12-10,7.475,7.7597,7.2614,7.2614,10900,0
AME,20101207,07-12-10,7.6874,8.1145,7.6163,7.6173,27700,0
AME,20101206,06-12-10,8.4716,8.4716,7.8309,8.0445,31700,0
AME,20101203,03-12-10,7.8309,8.0445,7.8309,8.0445,58400,1
AME,20101202,02-12-10,7.4027,7.8298,7.2604,7.6885,23500,1
AME,20101201,01-12-10,7.5461,7.6173,7.1902,7.1902,28000,0
AME,20101130,30-11-10,7.4038,7.475,7.4038,7.475,42000,1
AME,20101129,29-11-10,6.9766,7.1902,6.7631,7.1902,26700,1
AME,20101126,26-11-10,7.118,7.118,6.4062,6.9054,28000,0
AME,20101125,25-11-10,6.4774,6.9045,6.4774,6.9054,34600,1
AME,20101124,24-11-10,6.4071,6.5495,6.3359,6.5495,17600,1
AME,20101123,23-11-10,6.2638,6.4062,6.1927,6.3359,7600,1
AME,20101122,22-11-10,6.4774,6.4774,6.1215,6.2647,32400,0
AME,20101119,19-11-10,6.6207,6.6919,6.4783,6.4783,5300,0
AME,20101118,18-11-10,6.8342,6.9766,6.6919,6.6919,11300,0
AME,20101117,17-11-10,6.7631,6.7631,6.5495,6.6919,11500,1
AME,20101116,16-11-10,6.6207,6.7631,6.4071,6.6207,49400,0
AME,20101115,15-11-10,6.9054,6.9054,6.7631,6.7631,13700,0
AME,20101112,12-11-10,7.1892,7.2604,6.9045,7.0478,17400,0
AME,20101111,11-11-10,7.5461,7.6173,7.1902,7.2614,26900,0
AME,20101110,10-11-10,7.119,7.475,7.0478,7.475,40300,1
AME,20101109,09-11-10,7.119,7.1902,6.9766,7.119,36200,0
AME,20101108,08-11-10,7.3326,7.3326,7.119,7.1902,11300,0
AME,20101105,05-11-10,7.5451,7.6163,7.2604,7.5461,38500,1
AME,20101104,04-11-10,7.4038,7.475,7.2614,7.475,31200,0
AME,20101103,03-11-10,7.5451,7.6163,7.3315,7.6173,21600,0
AME,20101102,02-11-10,7.6163,7.6163,7.5451,7.6173,8700,0
AME,20101101,01-11-10,7.6163,7.7586,7.6163,7.6173,1800,0
AME,20101029,29-10-10,8.1145,8.1145,7.6163,7.6885,3500,0
AME,20101028,28-10-10,7.6885,7.8309,7.6173,7.8309,7900,1
AME,20101027,27-10-10,8.0433,8.0433,7.7586,7.7597,19600,0
AME,20101026,26-10-10,8.0445,8.0445,8.0445,8.0445,9300,1
AME,20101025,25-10-10,7.5451,7.6874,7.5451,7.6173,17500,1
AME,20101022,22-10-10,7.6874,7.6874,7.5451,7.5461,9900,0
AME,20101021,21-10-10,8.4004,8.4004,7.6885,8.0445,14300,0
AME,20101020,20-10-10,8.6852,8.6852,8.1157,8.1157,28000,0
AME,20101019,19-10-10,9.1123,9.1123,8.5428,8.7564,28600,0
AME,20101018,18-10-10,9.1822,9.1822,8.9687,8.9699,27700,0
AME,20101015,15-10-10,9.2534,9.2534,8.9687,9.0411,27000,0
AME,20101014,14-10-10,9.3246,9.4669,9.111,9.1123,16700,0
AME,20101013,13-10-10,9.111,9.1822,9.111,9.1835,24700,1
AME,20101012,12-10-10,9.6093,9.6093,8.9687,9.1123,21100,0
AME,20101011,11-10-10,8.9699,9.2547,8.8988,9.2547,18000,1
AME,20101008,08-10-10,9.5381,9.5381,9.1822,9.1835,37300,0
AME,20101007,07-10-10,9.9666,9.9666,9.3971,9.3971,13300,0
AME,20101006,06-10-10,9.6093,9.9652,9.3958,9.8954,41500,1
AME,20101005,05-10-10,9.6107,9.6107,9.0411,9.6107,42300,1
AME,20101004,04-10-10,9.6818,9.6818,9.1835,9.3259,108600,0
AME,20101001,01-10-10,9.9652,10.0364,9.6805,9.753,18900,0
AME,20100930,30-09-10,10.3226,10.3226,9.8954,10.0378,22000,1
AME,20100929,29-09-10,10.109,10.3226,9.8954,9.9666,21800,0
AME,20100928,28-09-10,10.677,10.677,10.2499,10.5361,49000,1
AME,20100927,27-09-10,10.7497,10.7497,10.109,10.3226,13700,0
AME,20100924,24-09-10,10.6073,10.6073,10.2514,10.3226,20100,0
AME,20100923,23-09-10,10.5361,10.5361,9.9666,10.3226,52300,0
AME,20100922,22-09-10,10.8194,10.8194,10.4635,10.5361,16700,0
AME,20100921,21-09-10,10.677,10.9617,10.5346,10.5361,44600,0
AME,20100920,20-09-10,11.604,11.604,10.6785,10.6785,54600,0
AME,20100917,17-09-10,10.6785,10.9633,10.6785,10.9633,101400,1
AME,20100916,16-09-10,10.3226,10.6073,10.0378,10.3226,57600,0
AME,20100915,15-09-10,10.7482,10.8905,10.3923,10.5361,42600,0
AME,20100914,14-09-10,11.3888,11.3888,10.677,11.1056,19900,1
AME,20100913,13-09-10,10.9633,11.4616,10.9633,10.9633,63100,0
AME,20100910,10-09-10,11.8175,11.8175,11.1768,11.4616,430300,1
AME,20100909,09-09-10,10.4635,11.1041,10.4635,11.1056,97700,1
AME,20100908,08-09-10,10.3211,10.5346,10.3211,10.4649,69600,0
AME,20100907,07-09-10,11.3904,11.604,10.6785,10.8209,80700,0
AME,20100906,06-09-10,11.0329,11.1753,10.9617,11.1768,151600,1
AME,20100901,01-09-10,10.109,10.6785,9.8242,10.6785,184400,1
AME,20100831,31-08-10,10.109,10.109,9.6107,10.109,111600,1
AME,20100830,30-08-10,9.3971,9.4683,9.3971,9.4683,33600,1
AME,20100827,27-08-10,9.3971,9.3971,8.8276,9.2547,26100,0
AME,20100826,26-08-10,9.9666,9.9666,9.1835,9.4683,124800,0
AME,20100825,25-08-10,9.9652,9.9652,9.8228,9.8242,48900,0
AME,20100824,24-08-10,10.7482,10.7482,10.5346,10.5361,31400,0
AME,20100823,23-08-10,11.3888,11.46,11.2464,11.248,32300,0
AME,20100820,20-08-10,12.0294,12.5277,11.8159,11.9599,71200,0
AME,20100819,19-08-10,12.67,13.1683,12.3141,12.6718,131800,0
AME,20100818,18-08-10,12.67,12.67,12.3141,12.6718,310600,1
AME,20100817,17-08-10,11.9582,12.0294,11.3176,12.0311,178800,1
AME,20100816,16-08-10,11.0329,11.3176,11.0329,11.3192,45400,1
AME,20100813,13-08-10,10.7482,10.7482,9.894,10.5361,24100,1
AME,20100812,12-08-10,10.9617,11.1753,10.4635,10.4649,54000,0
AME,20100811,11-08-10,10.6073,11.3904,10.6073,11.3904,63100,0
AME,20100810,10-08-10,12.743,12.743,11.3904,11.3904,33700,0
AME,20100809,09-08-10,12.8836,12.8836,11.9582,11.9599,33100,0
AME,20100806,06-08-10,13.5954,13.5954,12.67,12.743,64100,0
AME,20100805,05-08-10,11.5312,12.7412,11.5312,12.743,77400,1
AME,20100804,04-08-10,11.7447,12.243,11.5312,11.8175,31300,0
AME,20100803,03-08-10,12.743,12.8142,11.9599,12.1023,57700,0
AME,20100802,02-08-10,13.3107,13.7377,12.3853,12.743,21900,0
AME,20100730,30-07-10,13.3107,13.453,13.2395,13.3837,34600,1
AME,20100729,29-07-10,13.099,13.4549,13.099,13.1702,19500,1
AME,20100728,28-07-10,14.0244,14.0244,12.8142,12.9566,67400,0
AME,20100727,27-07-10,14.0956,14.238,13.4549,13.5973,88400,0
AME,20100726,26-07-10,14.5207,14.7343,13.5954,14.0956,81300,0
AME,20100723,23-07-10,15.0211,15.1635,14.238,14.4516,52100,0
AME,20100722,22-07-10,15.1635,15.1635,15.0211,15.0211,40600,0
AME,20100721,21-07-10,16.8008,16.8008,15.5906,15.8042,115500,1
AME,20100720,20-07-10,15.6618,15.733,15.6618,15.733,417800,1
AME,20100719,19-07-10,14.238,15.0211,14.1668,15.0211,158100,1
AME,20100716,16-07-10,13.0971,14.3072,13.0971,14.0244,29900,0
AME,20100715,15-07-10,14.1648,14.1648,13.9513,14.0244,13300,0
AME,20100714,14-07-10,14.8787,14.8787,13.9532,14.238,18600,0
AME,20100713,13-07-10,14.8766,14.9478,14.5919,14.8787,35300,1
AME,20100712,12-07-10,14.9478,14.9478,14.0225,14.7363,800,1
AME,20100709,09-07-10,14.594,14.8075,14.238,14.4516,38700,1
AME,20100708,08-07-10,14.8054,14.8054,13.9513,13.9532,33900,1
AME,20100707,07-07-10,15.377,15.377,13.8109,13.8109,42000,0
AME,20100706,06-07-10,14.6651,14.6651,14.3804,14.5228,10500,0
AME,20100705,05-07-10,15.3059,15.8042,15.2347,15.3059,28200,1
AME,20100702,02-07-10,14.3804,15.5194,14.3804,15.0211,57600,1
AME,20100701,01-07-10,14.4516,14.9499,14.4516,14.594,22500,0
AME,20100630,30-06-10,14.9499,15.2347,14.7363,15.0923,37100,0
AME,20100629,29-06-10,16.1579,16.3002,15.3749,15.377,56800,0
AME,20100628,28-06-10,16.3737,16.3737,15.9466,15.9466,18300,0
AME,20100625,25-06-10,17.3704,17.3704,16.3737,16.6585,61500,0
AME,20100624,24-06-10,17.228,17.228,16.9432,17.0856,133100,1
AME,20100623,23-06-10,15.1635,16.6585,15.1635,16.6585,104100,1
AME,20100622,22-06-10,15.9466,16.0178,15.4482,15.6618,148000,0
AME,20100621,21-06-10,15.5906,16.9432,15.5906,16.6585,40600,0
AME,20100618,18-06-10,16.4449,16.9432,16.3737,16.7297,35300,1
AME,20100617,17-06-10,17.2992,17.2992,16.5161,16.5161,31100,0
AME,20100616,16-06-10,16.9408,17.3679,16.7273,17.0144,108200,1
AME,20100615,15-06-10,16.5161,17.0144,16.5161,16.6585,35500,0
AME,20100614,14-06-10,16.3714,17.012,16.229,16.872,67900,0
AME,20100611,11-06-10,17.0832,17.0832,16.3714,17.0144,78400,0
AME,20100610,10-06-10,17.0832,17.3679,16.8697,17.0144,153100,0
AME,20100609,09-06-10,18.3644,19.2186,17.3679,17.6551,80800,0
AME,20100608,08-06-10,20.3603,20.3603,18.2246,19.5773,79000,0
AME,20100607,07-06-10,19.6457,19.6457,17.9374,19.6484,120600,1
AME,20100604,04-06-10,18.3644,18.3644,18.3644,18.367,229100,1
AME,20100603,03-06-10,17.228,17.228,17.228,17.228,247500,1
AME,20100602,02-06-10,15.0923,17.7975,15.0211,17.1568,197000,
AMV,20200526,26-05-20,17.2,17.4,17.1,17.4,515062,1
AMV,20200525,25-05-20,17.2,17.4,17,17.1,293433,0
AMV,20200522,22-05-20,16.6,17.9,16.6,17.1,760610,1
AMV,20200521,21-05-20,16.4,16.7,16.4,16.6,266459,0
AMV,20200520,20-05-20,16.6,16.7,16.4,16.6,364065,0
AMV,20200519,19-05-20,16.7,16.9,16.6,16.6,511763,0
AMV,20200518,18-05-20,16.8,17.1,16.6,16.7,565775,0
AMV,20200515,15-05-20,16.9,17,16.7,16.8,313096,0
AMV,20200514,14-05-20,17.1,17.1,16.8,16.9,512008,0
AMV,20200513,13-05-20,17,17.3,16.8,17.1,469048,1
AMV,20200512,12-05-20,16.7,17.4,16.5,17,703888,1
AMV,20200511,11-05-20,16.7,16.8,16.6,16.7,461504,0
AMV,20200508,08-05-20,16.9,17,16.7,16.7,487194,0
AMV,20200507,07-05-20,16.9,16.9,16.6,16.8,337867,1
AMV,20200506,06-05-20,16.5,17.1,16.5,16.7,467065,1
AMV,20200505,05-05-20,16.7,16.7,16.3,16.4,348835,0
AMV,20200504,04-05-20,16.8,17.3,16.3,16.7,689865,0
AMV,20200429,29-04-20,15.8,16.9,15.6,16.8,647316,1
AMV,20200428,28-04-20,15.6,15.8,15.3,15.8,214830,1
AMV,20200427,27-04-20,16,16,15.4,15.6,494743,0
AMV,20200424,24-04-20,16,16.2,15.8,16,180840,0
AMV,20200423,23-04-20,16.4,16.4,15.9,16.1,200936,0
AMV,20200422,22-04-20,15.5,16.4,14.8,16.1,342292,1
AMV,20200421,21-04-20,16.4,16.4,14.9,15.6,900075,0
AMV,20200420,20-04-20,15.9,16.8,15.7,16.4,618494,1
AMV,20200417,17-04-20,16,16.2,15.6,15.8,472845,1
AMV,20200416,16-04-20,16.2,16.2,15,15.7,612842,1
AMV,20200415,15-04-20,13.5,14.8,13.5,14.8,395840,1
AMV,20200414,14-04-20,13.6,13.6,13.3,13.5,233047,0
AMV,20200413,13-04-20,13.4,13.6,13.3,13.5,399315,1
AMV,20200410,10-04-20,13.5,13.5,13.1,13.4,326202,0
AMV,20200409,09-04-20,13.4,13.7,13.3,13.5,660341,1
AMV,20200408,08-04-20,14,14,13,13.3,543418,0
AMV,20200407,07-04-20,13.7,14.1,13,13.6,438339,1
AMV,20200406,06-04-20,12.5,13.7,12.5,13.5,645031,1
AMV,20200403,03-04-20,12,12.5,11.5,12.5,432474,1
AMV,20200401,01-04-20,10.9,11.6,10.7,11.5,258540,1
AMV,20200331,31-03-20,10.8,11.4,10,10.9,467700,1
AMV,20200330,30-03-20,11.8,11.8,10.8,10.8,484887,0
AMV,20200327,27-03-20,12.2,12.2,11.6,11.9,339780,0
AMV,20200326,26-03-20,12.6,12.6,12,12.2,271065,0
AMV,20200325,25-03-20,12,12.6,11.9,12.5,826159,1
AMV,20200324,24-03-20,11.9,11.9,11.1,11.5,350270,0
AMV,20200323,23-03-20,13.2,13.2,11.9,11.9,590423,0
AMV,20200320,20-03-20,13.5,13.6,12.9,13.2,285100,0
AMV,20200319,19-03-20,13.4,13.8,13.1,13.5,462949,0
AMV,20200318,18-03-20,13.3,14,13.3,13.8,594520,1
AMV,20200317,17-03-20,13,13.3,12,13.3,551182,1
AMV,20200316,16-03-20,13.6,13.7,12.3,13,511994,0
AMV,20200313,13-03-20,14.1,15,13.6,13.6,1510962,0
AMV,20200312,12-03-20,16.5,16.5,15.1,15.1,563280,0
AMV,20200311,11-03-20,17.4,17.5,16,16.7,257530,0
AMV,20200310,10-03-20,16.8,17.6,15.3,17.1,494396,1
AMV,20200309,09-03-20,18.5,18.5,16.7,16.7,884176,0
AMV,20200306,06-03-20,19,19.1,18.4,18.5,286790,0
AMV,20200305,05-03-20,19.4,19.5,19,19.1,782630,0
AMV,20200304,04-03-20,19.3,19.8,19,19.4,774766,1
AMV,20200303,03-03-20,18.9,19.6,18.5,19.3,913510,1
AMV,20200302,02-03-20,19,19.8,18.7,18.7,853601,1
AMV,20200228,28-02-20,17.4,18.9,17.2,18.6,1339943,1
AMV,20200227,27-02-20,18,18,17.1,17.2,70040,1
AMV,20200226,26-02-20,17.5,17.5,16.8,17,68700,0
AMV,20200225,25-02-20,16.8,18,16.5,17.5,241973,1
AMV,20200224,24-02-20,17.6,17.6,16.9,17,180660,0
AMV,20200221,21-02-20,17.6,18,17.5,17.6,149360,0
AMV,20200220,20-02-20,17.5,17.9,17.4,17.6,155120,1
AMV,20200219,19-02-20,17.5,17.6,16.8,17.4,298533,0
AMV,20200218,18-02-20,17.3,17.8,17.3,17.4,164822,1
AMV,20200217,17-02-20,18,18,17.2,17.2,264320,0
AMV,20200214,14-02-20,18.2,18.4,17.9,18.1,124400,0
AMV,20200213,13-02-20,17.8,18.2,17.5,18.2,79360,1
AMV,20200212,12-02-20,18.4,18.5,17.9,18,193430,0
AMV,20200211,11-02-20,18.8,19,18.2,18.4,257790,0
AMV,20200210,10-02-20,19,19.6,18.5,19,194760,0
AMV,20200207,07-02-20,18.8,19.8,17.9,19.6,240950,1
AMV,20200206,06-02-20,17.3,18.9,16.7,18.8,477980,1
AMV,20200205,05-02-20,20.5,20.5,18.5,18.5,789230,0
AMV,20200204,04-02-20,22.1,22.1,20.2,20.5,111969,0
AMV,20200203,03-02-20,22.9,24.2,22,22,1034171,0
AMV,20200131,31-01-20,19.9,22,19.9,22,1239769,1
AMV,20200130,30-01-20,19,20,18.5,20,44964,1
AMV,20200122,22-01-20,19.2,19.2,17.5,18.8,125710,0
AMV,20200121,21-01-20,19.7,21,19.2,19.2,110350,0
AMV,20200120,20-01-20,19.6,21.3,19.1,21.3,133024,1
AMV,20200117,17-01-20,19.9,19.9,18.5,19.6,218521,0
AMV,20200116,16-01-20,22.7,22.7,20.5,20.5,173210,0
AMV,20200115,15-01-20,23,23.2,22.5,22.7,157725,0
AMV,20200114,14-01-20,22.7,23.4,20.7,23,111815,0
AMV,20200113,13-01-20,23.4,23.8,22.6,23,158930,0
AMV,20200110,10-01-20,24,24,23.2,23.4,88200,0
AMV,20200109,09-01-20,23.8,23.9,23.3,23.7,111800,0
AMV,20200108,08-01-20,23.4,24,22.8,24,186930,1
AMV,20200107,07-01-20,24.1,24.1,23.3,23.4,215410,0
AMV,20200106,06-01-20,24.6,24.6,24,24.1,130510,0
AMV,20200103,03-01-20,25,25.2,24.6,25,133220,0
AMV,20200102,02-01-20,24.2,25,23.8,25,171413,1
AMV,20191231,31-12-19,23.7,24.5,23.7,24.5,173760,1
AMV,20191230,30-12-19,23.5,23.9,23.2,23.8,122100,0
AMV,20191227,27-12-19,24.1,24.1,22.8,23.9,339546,0
AMV,20191226,26-12-19,25.5,25.5,23.6,24.5,177990,0
AMV,20191225,25-12-19,23.8,25,22.2,25,567810,1
AMV,20191224,24-12-19,24.2,24.2,23.4,24,163753,0
AMV,20191223,23-12-19,24,24.3,23.7,24.2,123280,0
AMV,20191220,20-12-19,24.2,24.5,23.9,24.2,206646,0
AMV,20191219,19-12-19,24.2,24.2,23.6,24.2,164250,0
AMV,20191218,18-12-19,24.1,24.7,23.9,24.2,207300,0
AMV,20191217,17-12-19,25,25,24,24.2,334184,0
AMV,20191216,16-12-19,25,25.6,25,25.1,235570,1
AMV,20191213,13-12-19,25,25,24.5,25,186089,0
AMV,20191212,12-12-19,23.8,25.8,23.8,25,576930,1
AMV,20191211,11-12-19,24,24.4,23.3,23.5,283058,0
AMV,20191210,10-12-19,23.5,24.2,23,24,272590,1
AMV,20191209,09-12-19,23.3,23.6,22,23.4,248510,0
AMV,20191206,06-12-19,23.8,24,23.2,23.5,163780,0
AMV,20191205,05-12-19,24,24.1,23.5,23.8,170661,0
AMV,20191204,04-12-19,24.5,24.5,23.7,24.1,221640,1
AMV,20191203,03-12-19,24,24.1,23.5,23.7,137980,0
AMV,20191202,02-12-19,23.7,24.1,23.6,24,299761,1
AMV,20191129,29-11-19,22.6,23.7,22.6,23.7,322421,1
AMV,20191128,28-11-19,22.5,22.9,21.7,22.7,148901,1
AMV,20191127,27-11-19,21.4,22.9,21.4,22.5,375440,1
AMV,20191126,26-11-19,21.1,21.8,21.1,21.4,147179,1
AMV,20191125,25-11-19,21.2,21.5,20.5,21,261733,1
AMV,20191122,22-11-19,20.7,20.9,20.1,20.9,330780,0
AMV,20191121,21-11-19,21.4,21.4,20.4,20.9,255699,0
AMV,20191120,20-11-19,21.3,22,21.3,21.5,130601,1
AMV,20191119,19-11-19,20,21.3,20,21.3,148380,1
AMV,20191118,18-11-19,19.3,21,19.3,19.8,474699,1
AMV,20191115,15-11-19,18.7,19.3,18.6,19.3,253310,1
AMV,20191114,14-11-19,19.4,19.4,18.9,18.9,151400,0
AMV,20191113,13-11-19,19.1,19.2,18.7,19.2,159650,1
AMV,20191112,12-11-19,18.5,19.1,18.5,19,159048,1
AMV,20191111,11-11-19,18.6,18.7,18.4,18.7,185220,1
AMV,20191108,08-11-19,18.7,18.7,18.4,18.6,102640,0
AMV,20191107,07-11-19,18.5,18.6,18.2,18.6,103743,1
AMV,20191106,06-11-19,17.4,18.8,17.1,18.5,260588,1
AMV,20191105,05-11-19,17.3,17.4,17.2,17.4,82480,0
AMV,20191104,04-11-19,17.3,17.4,16.9,17.4,84880,0
AMV,20191101,01-11-19,17.2,17.4,17,17.4,13640,0
AMV,20191031,31-10-19,17.5,17.6,17.2,17.5,63532,0
AMV,20191030,30-10-19,17.5,17.6,17,17.6,95529,1
AMV,20191029,29-10-19,17,17.5,17,17.5,86050,0
AMV,20191028,28-10-19,18,18,16.8,17.8,191240,0
AMV,20191025,25-10-19,17.8,18,17.3,18,9921,0
AMV,20191024,24-10-19,18.4,18.4,17.6,18,11437,0
AMV,20191023,23-10-19,18,18.5,17.3,18.5,27480,1
AMV,20191022,22-10-19,18.9,18.9,17.7,18.2,65830,1
AMV,20191021,21-10-19,18.6,18.6,17,18,76123,0
AMV,20191018,18-10-19,18.9,18.9,18.3,18.8,100700,0
AMV,20191017,17-10-19,19.2,19.2,19,19.2,4470,0
AMV,20191016,16-10-19,19.1,19.2,19,19.2,1700,0
AMV,20191015,15-10-19,19,19.3,19,19.2,29350,1
AMV,20191014,14-10-19,18.9,19,18.9,19,15000,0
AMV,20191011,11-10-19,18.9,19,18.9,19,18100,1
AMV,20191010,10-10-19,18.6,18.9,18.5,18.9,44800,0
AMV,20191009,09-10-19,18.9,18.9,18.8,18.9,17000,0
AMV,20191008,08-10-19,19,19,18.8,18.9,38100,0
AMV,20191007,07-10-19,18.8,19,18.8,18.9,29600,1
AMV,20191004,04-10-19,18.7,18.8,18.5,18.8,19550,1
AMV,20191003,03-10-19,18.9,18.9,18.2,18.7,6240,1
AMV,20191002,02-10-19,18.2,18.2,18.2,18.2,2000,0
AMV,20191001,01-10-19,18.6,19,18.1,19,62100,0
AMV,20190930,30-09-19,18.9,19.1,18.9,19,113800,0
AMV,20190927,27-09-19,18.5,19.1,18.5,19.1,40000,1
AMV,20190926,26-09-19,18.7,18.9,18.5,18.9,24000,1
AMV,20190925,25-09-19,19,19,18.8,18.8,37920,0
AMV,20190924,24-09-19,18.7,19.1,18.7,18.9,23000,0
AMV,20190923,23-09-19,19.1,19.1,18.6,19,21600,0
AMV,20190920,20-09-19,19.2,19.2,18.9,19.1,79600,0
AMV,20190919,19-09-19,19.5,19.5,18.8,19.1,121700,0
AMV,20190918,18-09-19,19.2,19.4,18.9,19.2,68702,0
AMV,20190917,17-09-19,19,19.2,18.5,19.2,118000,1
AMV,20190916,16-09-19,19,19.2,18.5,19,13600,0
AMV,20190913,13-09-19,19,19.2,18.9,19.1,154100,0
AMV,20190912,12-09-19,19.4,19.4,19,19.3,367240,0
AMV,20190911,11-09-19,19.6,19.6,19.1,19.3,342855,0
AMV,20190910,10-09-19,19.5,19.6,19.1,19.4,353300,1
AMV,20190909,09-09-19,18.7,19.5,18.4,19,110765,1
AMV,20190906,06-09-19,18.5,18.7,18.4,18.7,113265,1
AMV,20190905,05-09-19,18.7,18.7,18,18.4,68510,1
AMV,20190904,04-09-19,18.5,18.6,18.2,18.3,52015,1
AMV,20190903,03-09-19,18.3,18.7,18.2,18.2,118660,1
AMV,20190830,30-08-19,17.7,18.1,17.3,18.1,128321,1
AMV,20190829,29-08-19,17.5,18.2,17.4,17.4,44704,0
AMV,20190828,28-08-19,17.2,17.6,16.9,17.4,124100,1
AMV,20190827,27-08-19,16.9,17.5,16.9,17.1,33000,0
AMV,20190826,26-08-19,17.1,17.2,16.9,17.2,13457,1
AMV,20190823,23-08-19,17.3,17.4,16.8,17.1,52420,0
AMV,20190822,22-08-19,17.3,17.3,17,17.1,38123,0
AMV,20190821,21-08-19,17.2,17.5,17.1,17.3,44100,0
AMV,20190820,20-08-19,17.7,17.8,17.2,17.6,52400,0
AMV,20190819,19-08-19,18,18,17.3,17.6,63239,0
AMV,20190816,16-08-19,18.2,18.3,17.7,17.7,43002,0
AMV,20190815,15-08-19,17.8,18.5,17.2,18.2,62700,1
AMV,20190814,14-08-19,18.5,20,18,18,49788,0
AMV,20190813,13-08-19,18.5,19,18.3,18.5,58350,0
AMV,20190812,12-08-19,18.9,19,18.3,18.5,74600,0
AMV,20190809,09-08-19,19.4,20.5,18.1,18.7,86690,0
AMV,20190808,08-08-19,18.924,19.0568,18.7248,18.7276,150210,0
AMV,20190807,07-08-19,19.2589,19.3917,18.9269,18.9269,146000,0
AMV,20190806,06-08-19,19.4581,19.4581,19.1261,19.2589,126900,0
AMV,20190805,05-08-19,19.5216,19.588,19.256,19.4581,156000,0
AMV,20190802,02-08-19,19.256,19.5216,18.9904,19.4581,234000,1
AMV,20190801,01-08-19,18.9933,19.591,18.794,18.9933,128700,0
AMV,20190731,31-07-19,19.0568,19.3888,18.8576,19.3917,138900,1
AMV,20190730,30-07-19,19.1261,19.3253,18.9269,19.1925,104000,0
AMV,20190729,29-07-19,18.9933,19.5245,18.8604,19.2589,104400,0
AMV,20190726,26-07-19,19.588,19.92,18.924,19.3917,148700,0
AMV,20190725,25-07-19,19.4552,19.7872,18.7912,19.3917,221800,0
AMV,20190724,24-07-19,19.1896,20.252,18.592,19.4581,187200,1
AMV,20190723,23-07-19,19.0568,19.588,18.6584,19.3253,108400,1
AMV,20190722,22-07-19,18.8604,19.591,18.5948,19.0597,73939,1
AMV,20190719,19-07-19,18.1963,19.1925,18.1963,18.9269,162100,1
AMV,20190718,18-07-19,17.928,18.26,17.7952,18.1299,30061,0
AMV,20190717,17-07-19,17.928,18.26,17.928,18.1299,12600,0
AMV,20190716,16-07-19,17.928,18.26,17.928,18.1963,32000,0
AMV,20190715,15-07-19,17.9307,18.3956,17.9307,18.3956,34100,1
AMV,20190712,12-07-19,18.3956,18.3956,17.9307,18.2628,116300,0
AMV,20190711,11-07-19,18.5284,18.5284,17.9307,18.2628,41200,0
AMV,20190710,10-07-19,18.3292,18.3292,17.9307,18.2628,26200,1
AMV,20190709,09-07-19,18.1936,18.26,17.928,18.1299,33800,0
AMV,20190708,08-07-19,17.7288,19.1232,17.7288,18.1963,36000,1
AMV,20190705,05-07-19,18.0635,18.5284,17.6651,17.9307,30300,0
AMV,20190704,04-07-19,18.6584,18.8576,17.928,18.0635,39700,0
