<Ticker>,<DTYYYYMMDD>,<Date>,<Open>,<High>,<Low>,<Close>,<Volume>,<Trend>
AAV,20181001,01-10-18,11.5825,11.6607,10.3303,10.8004,285200,0
AAV,20180928,28-09-18,10.8781,11.739,10.3303,11.4265,323220,1
AAV,20180927,27-09-18,11.5042,11.8173,10.9564,11.1918,85660,0
AAV,20180926,26-09-18,10.6434,11.6607,10.6434,11.5048,304590,1
AAV,20180925,25-09-18,9.8608,10.6434,9.3912,10.6439,433800,1
AAV,20180924,24-09-18,10.0173,10.0955,9.626,9.7047,38700,0
AAV,20180921,21-09-18,9.8608,10.0955,9.626,10.0178,56000,1
AAV,20180920,20-09-18,9.3912,10.0955,9.3912,9.8613,57700,1
AAV,20180919,19-09-18,9.8608,10.0955,9.3129,9.6265,101210,0
AAV,20180918,18-09-18,10.7999,10.7999,9.8608,10.0961,222800,0
AAV,20180917,17-09-18,11.1129,11.1129,10.0955,10.957,642230,0
AAV,20180914,14-09-18,11.739,11.739,10.8781,11.1918,499660,0
AAV,20180913,13-09-18,12.5216,12.5999,11.3477,12.0527,170400,0
AAV,20180912,12-09-18,11.6607,12.5999,10.4086,12.6005,341900,1
AAV,20180911,11-09-18,12.4433,12.4433,10.5651,11.5048,114100,0
AAV,20180910,10-09-18,12.5216,12.5216,11.739,11.7396,534100,0
AAV,20180907,07-09-18,15.5737,15.5737,12.9912,12.9918,109400,0
AAV,20180906,06-09-18,13.852,14.3998,13.4607,14.4006,428100,1
AAV,20180905,05-09-18,11.9738,13.1477,11.9738,13.1484,409000,1
AAV,20180904,04-09-18,11.739,12.4433,11.426,11.9744,544400,0
AAV,20180831,31-08-18,13.3042,13.6955,12.6781,12.6788,88300,0
AAV,20180830,30-08-18,15.2607,15.2607,14.0085,14.0093,167600,0
AAV,20180829,29-08-18,16.4346,16.4346,14.7911,15.4963,160300,0
AAV,20180828,28-08-18,16.8259,16.8259,15.1824,16.4354,147800,0
AAV,20180827,27-08-18,16.9824,17.0607,15.339,16.8268,274000,0
AAV,20180824,24-08-18,15.8868,16.9824,14.3216,16.9833,343600,1
AAV,20180823,23-08-18,15.8085,16.4346,15.8085,15.8876,386700,0
AAV,20180822,22-08-18,19.4085,19.4085,17.5302,17.5311,69200,0
AAV,20180821,21-08-18,21.5215,21.5215,19.4085,19.4095,318700,0
AAV,20180820,20-08-18,23.6345,23.6345,21.2867,21.5226,354600,0
AAV,20180817,17-08-18,24.4171,25.0432,21.9911,23.6357,577000,0
AAV,20180816,16-08-18,25.8258,26.6867,22.7737,24.4184,777300,0
AAV,20180815,15-08-18,23.0084,25.278,20.8954,25.2793,658500,1
AAV,20180814,14-08-18,23.3997,23.8693,20.7389,23.0096,397900,0
AAV,20180813,13-08-18,22.6954,23.0084,22.6954,23.0096,161900,1
AAV,20180810,10-08-18,20.6606,20.9737,20.6606,20.9748,216700,1
AAV,20180809,09-08-18,17.2955,19.0954,16.9042,19.0964,443400,1
AAV,20180808,08-08-18,17.6868,17.8433,17.2172,17.3746,98900,0
AAV,20180807,07-08-18,17.452,17.765,16.8259,17.6877,118000,1
AAV,20180806,06-08-18,16.8259,17.6868,16.1998,17.5311,176800,1
AAV,20180803,03-08-18,16.4346,17.2172,16.2781,17.1398,150400,1
AAV,20180802,02-08-18,16.5129,16.8259,15.965,16.3572,140600,0
AAV,20180801,01-08-18,16.9824,17.1389,16.4346,16.4354,62700,0
AAV,20180731,31-07-18,16.7476,16.9042,17.0607,16.6702,50300,0
AAV,20180730,30-07-18,16.8259,16.9042,16.6694,16.6702,42100,0
AAV,20180727,27-07-18,16.4346,16.9042,16.4346,16.7485,67100,1
AAV,20180726,26-07-18,16.3563,16.5911,16.1216,16.5137,64000,1
AAV,20180725,25-07-18,16.8259,16.9042,16.4346,16.4354,68600,0
AAV,20180724,24-07-18,17.6085,17.6085,16.7476,16.7485,58400,0
AAV,20180723,23-07-18,17.452,17.6868,17.2172,17.5311,61600,1
AAV,20180720,20-07-18,17.765,17.765,17.2172,17.3746,62800,0
AAV,20180719,19-07-18,17.765,17.8433,17.5302,17.7659,64300,1
AAV,20180718,18-07-18,17.2955,17.6868,16.9042,17.6877,79800,1
AAV,20180717,17-07-18,17.2955,17.3737,16.8259,17.2963,103000,1
AAV,20180716,16-07-18,15.652,17.2172,15.652,17.2181,479500,1
AAV,20180713,13-07-18,14.2433,15.652,14.2433,15.6528,482500,1
AAV,20180712,12-07-18,12.9912,14.2433,12.9129,14.244,518100,1
AAV,20180711,11-07-18,12.9912,13.0694,12.7564,12.9918,82500,0
AAV,20180710,10-07-18,13.0694,13.1477,12.9129,12.9918,151100,0
AAV,20180709,09-07-18,13.0694,13.2259,12.9129,13.0701,248300,0
AAV,20180706,06-07-18,12.9129,13.1477,12.8346,13.0701,232100,1
AAV,20180705,05-07-18,12.9129,13.0694,12.8346,12.9136,144700,0
AAV,20180704,04-07-18,12.9912,13.0694,12.9129,12.9136,80500,0
AAV,20180703,03-07-18,12.9912,13.1477,12.9129,12.9918,98800,0
AAV,20180702,02-07-18,13.0694,13.1477,12.5999,13.0701,129000,0
AAV,20180629,29-06-18,12.9912,13.1477,12.9129,13.0701,108100,1
AAV,20180628,28-06-18,12.9129,13.1477,12.9129,12.9918,210300,1
AAV,20180627,27-06-18,14.8694,14.8694,12.9129,12.9136,532700,0
AAV,20180626,26-06-18,13.539,13.539,12.5216,13.5397,800200,1
AAV,20180625,25-06-18,12.3651,12.3651,12.3651,12.3657,362000,
ACB,20200526,26-05-20,22.5,23.5,22.5,23.3,5267006,1
ACB,20200525,25-05-20,22.5,22.7,22.3,22.6,3519682,1
ACB,20200522,22-05-20,22.5,22.7,22.3,22.4,4841440,0
ACB,20200521,21-05-20,22.2,22.7,21.9,22.4,4622625,1
ACB,20200520,20-05-20,22.1,22.4,22,22.2,3116422,0
ACB,20200519,19-05-20,22,22.5,22,22.2,5561531,1
ACB,20200518,18-05-20,21.9,21.9,21.4,21.8,2771622,1
ACB,20200515,15-05-20,21.5,22.2,21.4,21.7,6937907,1
ACB,20200514,14-05-20,21.7,21.8,21.4,21.4,3827622,0
ACB,20200513,13-05-20,22,22,21.5,21.7,3453900,0
ACB,20200512,12-05-20,21.7,22,21.4,21.8,4057939,1
ACB,20200511,11-05-20,21.9,21.9,21.4,21.7,4108808,1
ACB,20200508,08-05-20,21.3,21.9,21,21.4,5995918,1
ACB,20200507,07-05-20,20.9,21.2,20.8,21.2,2973997,1
ACB,20200506,06-05-20,20.4,21.2,20.2,20.8,4453036,1
ACB,20200505,05-05-20,20.2,20.4,20.2,20.3,1126770,0
ACB,20200504,04-05-20,20.5,20.5,20.1,20.3,1193939,0
ACB,20200429,29-04-20,20.3,20.5,20.2,20.5,1196049,1
ACB,20200428,28-04-20,20.1,20.4,20,20.3,1246915,1
ACB,20200427,27-04-20,20.3,20.6,20,20.1,1806851,0
ACB,20200424,24-04-20,20.2,20.4,20,20.3,1264729,0
ACB,20200423,23-04-20,20.5,20.8,20.3,20.3,2076603,0
ACB,20200422,22-04-20,19.8,20.4,19.4,20.4,2637424,1
ACB,20200421,21-04-20,20.6,20.6,19.7,19.8,6015799,0
ACB,20200420,20-04-20,21.2,21.2,20.6,20.7,3064104,0
ACB,20200417,17-04-20,20.5,21.1,20.5,21,4809341,1
ACB,20200416,16-04-20,20.2,20.4,20.1,20.4,1895213,1
ACB,20200415,15-04-20,20,20.7,20,20.2,3686239,1
ACB,20200414,14-04-20,20,20.2,19.7,20,3167293,0
ACB,20200413,13-04-20,17.9,20.4,17.9,20,1926793,1
ACB,20200410,10-04-20,19,20.2,19,19.8,2517477,0
ACB,20200409,09-04-20,22.2,22.2,20,20,4068966,0
ACB,20200408,08-04-20,22.3,22.3,19.7,20.2,2331536,0
ACB,20200407,07-04-20,21,21,20,20.3,4467621,0
ACB,20200406,06-04-20,19.4,20.8,19.1,20.6,5757259,1
ACB,20200403,03-04-20,18.1,19.4,18.1,19.1,3574343,1
ACB,20200401,01-04-20,16.1,19,16.1,18.6,2761168,1
ACB,20200331,31-03-20,18.2,18.8,17.4,17.8,4532153,0
ACB,20200330,30-03-20,19.5,19.5,17.9,18.2,5925098,0
ACB,20200327,27-03-20,19.7,20.1,19.5,19.7,3980631,0
ACB,20200326,26-03-20,20.6,20.6,19.7,19.7,3631529,0
ACB,20200325,25-03-20,20,20.8,20,20.5,4115341,1
ACB,20200324,24-03-20,19.1,19.9,19.1,19.6,4315784,1
ACB,20200323,23-03-20,21.2,21.4,19.3,19.3,10024177,0
ACB,20200320,20-03-20,23.2,23.2,21,21.4,3341564,1
ACB,20200319,19-03-20,21,21.3,20.7,21.1,4083896,0
ACB,20200318,18-03-20,21.3,21.6,20.9,21.2,4944595,1
ACB,20200317,17-03-20,20.8,21.4,20.1,21.1,6568088,1
ACB,20200316,16-03-20,22,22.3,20.7,20.9,4614344,0
ACB,20200313,13-03-20,21.5,22.5,20.5,22,9020091,0
ACB,20200312,12-03-20,23,23,21.5,22.1,11082125,0
ACB,20200311,11-03-20,24.3,24.4,23,23.4,7841324,0
ACB,20200310,10-03-20,23,24.8,22.9,24.2,7582331,1
ACB,20200309,09-03-20,24.7,24.7,23,23.3,16776046,0
ACB,20200306,06-03-20,25.5,25.5,25.1,25.3,3959935,0
ACB,20200305,05-03-20,26,26.4,25.4,25.6,5965022,0
ACB,20200304,04-03-20,25.6,25.8,25.3,25.8,5047583,1
ACB,20200303,03-03-20,25.6,25.9,25.3,25.6,6364207,1
ACB,20200302,02-03-20,24.4,25.5,24.4,25.2,3629494,0
ACB,20200228,28-02-20,23,25.3,23,25.2,5959642,0
ACB,20200227,27-02-20,24.2,25.5,24.2,25.5,5309790,1
ACB,20200226,26-02-20,25,25.1,24.3,24.6,4519324,0
ACB,20200225,25-02-20,23.5,25.1,23.1,25.1,8279866,1
ACB,20200224,24-02-20,25.5,25.6,23.8,24,10321149,0
ACB,20200221,21-02-20,24.9,26.6,24.9,25.7,6333926,0
ACB,20200220,20-02-20,26.3,27,26.1,26.4,5578717,1
ACB,20200219,19-02-20,26.5,26.7,25.9,26.3,5091969,0
ACB,20200218,18-02-20,26.4,27.1,26.3,26.6,6293208,1
ACB,20200217,17-02-20,26.3,26.7,26,26.4,3764464,0
ACB,20200214,14-02-20,25.5,26.8,25.5,26.4,8018099,1
ACB,20200213,13-02-20,25.6,25.7,25.1,25.5,3773365,0
ACB,20200212,12-02-20,23.8,25.7,23.8,25.6,10516207,1
ACB,20200211,11-02-20,23.6,23.8,23.5,23.7,1862090,1
ACB,20200210,10-02-20,23.8,23.9,23.4,23.6,1271190,0
ACB,20200207,07-02-20,24,24.1,23.6,23.8,2007251,0
ACB,20200206,06-02-20,23.1,24,23,24,2980981,1
ACB,20200205,05-02-20,23.4,23.5,22.9,23,2790275,0
ACB,20200204,04-02-20,22.9,23.2,22.5,23.2,2397062,1
ACB,20200203,03-02-20,22.3,23,21.7,22.6,4430186,0
ACB,20200131,31-01-20,23.5,23.8,22.9,23,4243264,0
ACB,20200130,30-01-20,24.2,24.3,23.2,23.6,4250097,0
ACB,20200122,22-01-20,24.6,24.6,24.3,24.5,1574379,0
ACB,20200121,21-01-20,24.5,24.7,24.3,24.5,1775816,1
ACB,20200120,20-01-20,23.8,24.7,23.8,24.3,4443379,1
ACB,20200117,17-01-20,24,24.1,23.7,23.8,2706194,0
ACB,20200116,16-01-20,23.3,24,23.3,23.9,2819687,1
ACB,20200115,15-01-20,23.5,23.5,23.2,23.3,1158657,0
ACB,20200114,14-01-20,22.9,23.5,22.9,23.5,2851982,1
ACB,20200113,13-01-20,22.9,22.9,22.7,22.9,1523181,1
ACB,20200110,10-01-20,22.5,23.1,22.5,22.7,2371501,1
ACB,20200109,09-01-20,22.2,22.6,22.2,22.4,1422248,1
ACB,20200108,08-01-20,22.5,22.5,22,22.1,2304937,0
ACB,20200107,07-01-20,22.5,22.7,22.5,22.5,1050934,0
ACB,20200106,06-01-20,23,23,22.5,22.5,1286035,0
ACB,20200103,03-01-20,23,23.2,22.9,23,1055528,0
ACB,20200102,02-01-20,22.8,23,22.7,23,1163109,1
ACB,20191231,31-12-19,22.7,22.9,22.5,22.8,1649842,1
ACB,20191230,30-12-19,22.7,22.9,22.6,22.7,1367912,0
ACB,20191227,27-12-19,22.6,22.7,22.5,22.7,906262,1
ACB,20191226,26-12-19,22.8,22.8,22.6,22.6,893827,0
ACB,20191225,25-12-19,22.8,22.9,22.6,22.9,1121331,1
ACB,20191224,24-12-19,22.9,22.9,22.7,22.7,821359,0
ACB,20191223,23-12-19,22.7,23,22.7,22.8,1786089,1
ACB,20191220,20-12-19,22.6,22.7,22.5,22.7,1043390,1
ACB,20191219,19-12-19,22.6,22.6,22.4,22.5,625416,0
ACB,20191218,18-12-19,22.7,22.8,22.5,22.5,1132793,0
ACB,20191217,17-12-19,23,23,22.8,22.8,940104,0
ACB,20191216,16-12-19,23.2,23.2,23,23,951838,0
ACB,20191213,13-12-19,23,23.3,23,23.2,1445939,1
ACB,20191212,12-12-19,22.9,23.1,22.9,23,656342,1
ACB,20191211,11-12-19,22.8,22.9,22.6,22.9,785569,1
ACB,20191210,10-12-19,22.9,23,22.6,22.8,573899,0
ACB,20191209,09-12-19,23,23,22.7,22.9,814425,0
ACB,20191206,06-12-19,23,23.1,22.9,23,698762,0
ACB,20191205,05-12-19,23.2,23.2,22.9,23,1242216,0
ACB,20191204,04-12-19,22.7,23.1,22.5,23.1,1314925,1
ACB,20191203,03-12-19,22.7,22.9,22.4,22.6,1422078,0
ACB,20191202,02-12-19,23.1,23.2,22.5,22.6,1640609,0
ACB,20191129,29-11-19,22.9,23.1,22.8,23.1,800193,1
ACB,20191128,28-11-19,23.3,23.3,22.8,22.9,1688171,0
ACB,20191127,27-11-19,23.6,23.7,23.2,23.2,952900,0
ACB,20191126,26-11-19,23.5,23.7,23.5,23.6,577968,1
ACB,20191125,25-11-19,23.3,23.6,23.2,23.4,1949233,1
ACB,20191122,22-11-19,24,24,23.1,23.2,3363603,0
ACB,20191121,21-11-19,22,24.1,22,24,1782516,1
ACB,20191120,20-11-19,24.3,24.3,23.9,23.9,1357644,0
ACB,20191119,19-11-19,24.1,24.2,24,24.2,1398481,1
ACB,20191118,18-11-19,24.4,24.5,24,24.1,2764302,0
ACB,20191115,15-11-19,24.4,24.6,24.4,24.4,1652242,0
ACB,20191114,14-11-19,25,25.1,24.5,24.5,2291325,0
ACB,20191113,13-11-19,24.7,25.3,24.7,25,3575361,1
ACB,20191112,12-11-19,24.7,24.7,24.5,24.7,1574994,0
ACB,20191111,11-11-19,24.8,24.9,24.7,24.7,1719955,0
ACB,20191108,08-11-19,24.9,25.1,24.6,24.8,3921492,1
ACB,20191107,07-11-19,24.6,24.7,24.5,24.6,2102499,0
ACB,20191106,06-11-19,24.8,24.8,24.5,24.6,2507149,0
ACB,20191105,05-11-19,24.7,24.9,24.6,24.6,3578931,0
ACB,20191104,04-11-19,24.2,24.7,24.2,24.6,3939389,1
ACB,20191101,01-11-19,23.7,24.3,23.7,24.2,1907428,1
ACB,20191031,31-10-19,24.3,24.4,24.1,24.1,1293107,0
ACB,20191030,30-10-19,23.8,24.4,23.6,24.3,7431303,1
ACB,20191029,29-10-19,23.8,23.9,23.6,23.7,1702377,0
ACB,20191028,28-10-19,23.6,23.9,23.6,23.7,1090296,1
ACB,20191025,25-10-19,23.6,23.6,23.4,23.6,1105479,0
ACB,20191024,24-10-19,23.6,23.6,23.4,23.6,921275,1
ACB,20191023,23-10-19,23.5,23.7,23.5,23.5,983685,0
ACB,20191022,22-10-19,23.4,23.5,23.3,23.5,1660272,1
ACB,20191021,21-10-19,24,24.2,23.4,23.4,2742188,0
ACB,20191018,18-10-19,24.5,24.5,24,24.1,1865732,0
ACB,20191017,17-10-19,24.3,24.4,24.1,24.4,1915729,0
ACB,20191016,16-10-19,24.5,24.6,24.4,24.4,2073772,0
ACB,20191015,15-10-19,24.5,24.6,24.3,24.4,2327203,0
ACB,20191014,14-10-19,24,24.5,24,24.5,3538655,1
ACB,20191011,11-10-19,24,24.2,23.9,24,1525076,0
ACB,20191010,10-10-19,23.7,24.3,23.7,24,4857384,1
ACB,20191009,09-10-19,23.4,23.7,23.3,23.7,1715656,1
ACB,20191008,08-10-19,23.2,23.4,23.1,23.3,1159716,1
ACB,20191007,07-10-19,23.6,23.6,23.2,23.2,1931392,0
ACB,20191004,04-10-19,23.6,23.8,23.5,23.6,1582366,0
ACB,20191003,03-10-19,23.5,23.6,23.3,23.6,1856827,0
ACB,20191002,02-10-19,23.5,23.8,23.5,23.6,2160049,0
ACB,20191001,01-10-19,23.4,23.7,23.3,23.7,1846967,1
ACB,20190930,30-09-19,23.3,23.6,23.2,23.4,2304040,1
ACB,20190927,27-09-19,25,25,23.2,23.2,2163685,0
ACB,20190926,26-09-19,23,23.3,22.9,23.3,2320597,1
ACB,20190925,25-09-19,23.1,23.2,22.9,23,1522720,0
ACB,20190924,24-09-19,23.3,23.4,23.1,23.2,1324749,0
ACB,20190923,23-09-19,23.2,23.6,23.1,23.3,2878182,1
ACB,20190920,20-09-19,23.5,25.4,23.1,23.2,2535289,1
ACB,20190919,19-09-19,22.4,23.2,22.3,23.1,3421555,1
ACB,20190918,18-09-19,22.3,22.6,22.2,22.4,1542208,1
ACB,20190917,17-09-19,22.4,22.4,22.1,22.3,1189898,0
ACB,20190916,16-09-19,22.6,22.7,22.3,22.4,1238267,0
ACB,20190913,13-09-19,22.3,22.6,22.1,22.6,1325067,1
ACB,20190912,12-09-19,21.9,22.2,21.8,22.2,622048,1
ACB,20190911,11-09-19,21.7,21.8,21.6,21.8,429890,1
ACB,20190910,10-09-19,21.9,21.9,21.6,21.7,821441,0
ACB,20190909,09-09-19,21.8,22,21.7,21.9,369511,0
ACB,20190906,06-09-19,22,22.1,21.7,21.9,516662,0
ACB,20190905,05-09-19,22.1,22.1,21.9,22,625327,0
ACB,20190904,04-09-19,22.1,22.1,21.8,22,365320,0
ACB,20190903,03-09-19,22.2,22.4,21.9,22.1,484897,0
ACB,20190830,30-08-19,22.3,22.5,22.1,22.2,544010,1
ACB,20190829,29-08-19,22.3,22.4,22,22.1,636900,0
ACB,20190828,28-08-19,22.4,22.5,22.2,22.2,513225,0
ACB,20190827,27-08-19,22.4,22.6,22.3,22.5,1016097,0
ACB,20190826,26-08-19,22.5,22.5,22.1,22.5,1015427,0
ACB,20190823,23-08-19,22.7,22.8,22.4,22.6,815330,0
ACB,20190822,22-08-19,22.5,22.8,22.4,22.7,1653260,1
ACB,20190821,21-08-19,22.2,22.4,22.1,22.3,2791144,1
ACB,20190820,20-08-19,22.1,22.3,22.1,22.2,1318890,1
ACB,20190819,19-08-19,22,22.3,21.9,22,1209980,1
ACB,20190816,16-08-19,21.9,22.1,21.5,21.9,1536110,1
ACB,20190815,15-08-19,21.7,21.7,21.3,21.7,1470311,0
ACB,20190814,14-08-19,22,22.2,21.7,21.7,906910,0
ACB,20190813,13-08-19,21.9,22,21.6,21.9,574727,0
ACB,20190812,12-08-19,22,22,21.8,22,578401,1
ACB,20190809,09-08-19,21.4,22.3,21.4,21.9,726110,0
ACB,20190808,08-08-19,20.6,22,20,22,1066927,1
ACB,20190807,07-08-19,21.8,22,21.6,21.6,1031673,0
ACB,20190806,06-08-19,20.5,21.9,20.5,21.7,1820835,0
ACB,20190805,05-08-19,22.3,22.3,21.8,22,2538864,0
ACB,20190802,02-08-19,22.5,22.6,22,22.3,1774559,0
ACB,20190801,01-08-19,22.7,23,22.4,22.5,1903052,0
ACB,20190731,31-07-19,23.1,23.1,22.7,22.8,893714,0
ACB,20190730,30-07-19,22.8,23.3,22.8,22.9,1100105,0
ACB,20190729,29-07-19,23.2,23.4,22.9,23,1258626,0
ACB,20190726,26-07-19,23.8,23.8,23.3,23.4,1052101,0
ACB,20190725,25-07-19,23.8,24.1,23.7,23.7,2097782,1
ACB,20190724,24-07-19,23.6883,23.919,23.3037,23.6144,3961188,0
ACB,20190723,23-07-19,23.8452,23.9221,23.6144,23.6914,1951764,0
ACB,20190722,22-07-19,26.3836,26.3836,23.6144,23.8452,1903199,0
ACB,20190719,19-07-19,24.6112,24.6112,23.6883,23.999,2877999,1
ACB,20190718,18-07-19,23.3837,23.6914,23.2298,23.6914,1601573,1
ACB,20190717,17-07-19,23.2268,23.7652,23.2268,23.6144,2508774,1
ACB,20190716,16-07-19,23.073,23.3806,23.073,23.2298,1196262,1
ACB,20190715,15-07-19,23.1529,23.2298,22.9991,23.076,933272,0
ACB,20190712,12-07-19,23.3037,23.3806,23.073,23.1529,888185,0
ACB,20190711,11-07-19,22.7654,23.3806,22.7654,23.2298,2082872,1
ACB,20190710,10-07-19,22.9192,23.073,22.7654,22.7683,1121395,0
ACB,20190709,09-07-19,22.3068,22.9222,22.3068,22.9222,2778824,1
ACB,20190708,08-07-19,22.4606,22.6145,22.2299,22.3068,428679,0
ACB,20190705,05-07-19,22.5346,22.6115,22.3808,22.4606,799873,0
ACB,20190704,04-07-19,22.227,22.5346,22.227,22.4606,925764,1
ACB,20190703,03-07-19,22.3068,22.3837,22.076,22.153,643573,0
ACB,20190702,02-07-19,22.4606,22.4606,22.2299,22.2299,388434,0
ACB,20190701,01-07-19,22.6115,22.6115,22.3039,22.4606,640739,1
ACB,20190628,28-06-19,21.9991,22.2299,21.9222,22.2299,670700,1
ACB,20190627,27-06-19,22.3039,22.3808,21.9963,21.9991,873525,0
ACB,20190626,26-06-19,22.3068,22.4606,22.3068,22.3068,389568,0
ACB,20190625,25-06-19,22.6885,22.7654,22.3039,22.4606,1331315,0
ACB,20190624,24-06-19,22.6914,22.8452,22.6145,22.6914,1421227,0
ACB,20190621,21-06-19,22.7683,23.076,22.6145,22.6914,826692,0
ACB,20190620,20-06-19,22.227,22.7654,22.1501,22.7683,1436398,1
ACB,20190619,19-06-19,22.2299,22.3837,22.153,22.2299,506197,0
ACB,20190618,18-06-19,22.076,22.3068,22.076,22.2299,769216,1
ACB,20190617,17-06-19,22.0732,22.227,21.9963,22.076,896432,0
ACB,20190614,14-06-19,21.9963,22.3039,21.9963,22.076,1047441,1
ACB,20190613,13-06-19,21.9194,22.0732,21.9194,21.9991,846792,1
ACB,20190612,12-06-19,21.9991,22.076,21.9222,21.9222,557708,0
ACB,20190611,11-06-19,21.9963,22.0732,21.9963,21.9991,563995,0
ACB,20190610,10-06-19,22.0732,22.227,21.9963,21.9991,463155,0
ACB,20190607,07-06-19,21.9194,22.1501,21.9194,22.076,282088,1
ACB,20190606,06-06-19,22.2299,22.2299,21.8453,21.9222,912088,0
ACB,20190605,05-06-19,21.9991,22.2299,21.9991,22.2299,1056785,1
ACB,20190604,04-06-19,22.0732,22.3039,21.9963,21.9991,870018,0
ACB,20190603,03-06-19,22.0732,22.3039,21.9963,22.076,1150302,0
ACB,20190531,31-05-19,22.3068,22.3837,22.076,22.3068,1025615,0
ACB,20190530,30-05-19,22.3808,22.4577,22.3039,22.3837,725399,0
ACB,20190529,29-05-19,22.227,22.4577,22.0732,22.4606,1083726,1
ACB,20190528,28-05-19,22.3068,22.4606,22.2299,22.2299,941132,0
ACB,20190527,27-05-19,22.3837,22.4606,22.3068,22.3068,911886,0
ACB,20190524,24-05-19,20.9195,22.6885,20.9195,22.4606,891367,0
ACB,20190523,23-05-19,22.9991,23.076,22.5376,22.6914,630966,0
ACB,20190522,22-05-19,22.6115,22.9961,22.6115,22.7683,1274690,1
ACB,20190521,21-05-19,22.6145,22.8452,22.5376,22.6145,1385291,1
ACB,20190520,20-05-19,22.5376,22.6914,22.3837,22.5376,675438,1
ACB,20190517,17-05-19,22.5346,22.6115,22.4577,22.4606,852070,0
ACB,20190516,16-05-19,22.7683,22.7683,22.4606,22.5376,1467241,0
ACB,20190515,15-05-19,22.3837,22.8452,22.3837,22.6914,1290890,1
ACB,20190514,14-05-19,22.4577,22.5346,22.227,22.3837,1601854,0
ACB,20190513,13-05-19,22.6115,22.7654,22.4577,22.4606,913337,0
ACB,20190510,10-05-19,22.3837,22.6145,22.3068,22.5376,646916,1
ACB,20190509,09-05-19,22.6115,22.6885,22.3808,22.3837,603773,0
ACB,20190508,08-05-19,22.5376,22.7683,22.3837,22.6914,1019991,0
ACB,20190507,07-05-19,23.076,23.076,22.4606,22.6914,869471,1
ACB,20190506,06-05-19,23.076,23.076,22.6145,22.6145,1381176,0
ACB,20190503,03-05-19,22.9222,23.076,22.9222,23.076,1115126,1
ACB,20190502,02-05-19,23.2268,23.3037,22.8423,22.8452,1134878,0
ACB,20190426,26-04-19,23.073,23.2268,22.9961,23.1529,1123078,1
ACB,20190425,25-04-19,23.1529,23.3837,22.9991,23.076,745480,0
ACB,20190424,24-04-19,22.8423,23.2268,22.6885,23.1529,1062284,1
ACB,20190423,23-04-19,22.6115,22.9961,22.3808,22.7683,1651748,1
ACB,20190422,22-04-19,22.8452,22.8452,22.3837,22.5376,1362678,0
ACB,20190419,19-04-19,22.9192,22.9961,22.7654,22.7683,599302,0
ACB,20190418,18-04-19,22.5346,23.073,22.5346,22.8452,1019057,0
ACB,20190417,17-04-19,23.1529,23.3068,22.9991,22.9991,688254,0
ACB,20190416,16-04-19,23.2298,23.2298,22.9222,23.076,1328836,0
ACB,20190412,12-04-19,23.2268,23.3037,23.073,23.2298,1051329,0
ACB,20190411,11-04-19,23.5375,23.5375,23.1529,23.3068,905666,1
ACB,20190410,10-04-19,23.3037,23.4576,23.2268,23.2298,868574,0
ACB,20190409,09-04-19,23.6914,23.8452,23.4606,23.4606,1801683,0
ACB,20190408,08-04-19,23.2298,23.7683,23.2298,23.6914,2224599,1
ACB,20190405,05-04-19,23.2268,23.3806,23.1499,23.2298,767879,0
ACB,20190404,04-04-19,22.9961,23.3037,22.9961,23.2298,1091143,1
ACB,20190403,03-04-19,23.4576,23.4576,22.9961,23.1529,1394796,0
ACB,20190402,02-04-19,23.4606,23.6144,23.3068,23.3068,1184570,0
ACB,20190401,01-04-19,23.3068,23.4606,23.3068,23.3068,751744,0
ACB,20190329,29-03-19,23.3068,23.4606,23.2298,23.3068,1915257,0
ACB,20190328,28-03-19,23.3837,23.4606,23.2298,23.3068,1366727,0
ACB,20190327,27-03-19,23.3837,23.5375,23.2298,23.3837,856984,1
ACB,20190326,26-03-19,23.2298,23.3837,23.1529,23.3068,1540206,1
ACB,20190325,25-03-19,23.3806,23.3806,22.9961,23.1529,2275202,0
ACB,20190322,22-03-19,23.3837,23.6144,23.3837,23.4606,1819172,1
ACB,20190321,21-03-19,23.8452,24.1529,23.3837,23.3837,2939770,0
ACB,20190320,20-03-19,24.1529,24.1529,23.6144,23.8452,3143264,0
ACB,20190319,19-03-19,24.6144,24.6144,23.999,24.076,2828856,0
ACB,20190318,18-03-19,24.4606,24.7682,24.3836,24.5375,3739699,1
ACB,20190315,15-03-19,24.3036,24.4574,24.0728,24.3836,2649931,1
ACB,20190314,14-03-19,24.1529,24.6144,24.076,24.2298,2333220,1
ACB,20190313,13-03-19,23.9221,24.3836,23.7683,24.1529,5473410,1
ACB,20190312,12-03-19,23.4606,23.7683,23.3068,23.7683,2504257,1
ACB,20190311,11-03-19,23.3068,23.5375,23.2298,23.3837,1032198,1
ACB,20190308,08-03-19,23.3837,23.5375,23.2298,23.3068,1416810,0
ACB,20190307,07-03-19,23.3837,23.6144,23.3068,23.4606,3301746,1
ACB,20190306,06-03-19,23.2298,23.3837,23.076,23.3068,1178516,0
ACB,20190305,05-03-19,23.3837,23.6144,23.1529,23.3068,2465893,0
ACB,20190304,04-03-19,23.076,23.4606,22.9991,23.3837,3120806,1
ACB,20190301,01-03-19,22.9222,23.1529,22.6914,23.076,1478830,1
ACB,20190228,28-02-19,23.6883,23.6883,22.8423,22.8452,3793504,0
